부위,질환명,정의,원인,증상,관련질환,진료과
머리,거스트만 증후군(Gerstmann Syndrome),"거스트만 증후군은 뇌의 윗부분에 해당하는 두정엽이 손상되면서 발생하는 증상 군을 의미합니다. 두정엽 손상으로 인한 증상으로는 계산 장애, 실서증(글을 쓸 수 없음), 손가락 인식 불능, 좌우 구별 불가 등이 있습니다. 거스트만 증후군의 종류로는 소아에게서 발생하는 발달형 거스트만 증후군과 후천적인 원인에 의해 발병하는 거스트만 증후군이 있습니다.","발달형 거스트만 증후군은 선천적으로 발병하며 정확한 원인은 알려지지 않았습니다. 후천적인 거스트만 증후군은 뇌졸중, 뇌종양, 뇌농양 등의 구조적인 뇌 병변에 의해 발생합니다.","거스트만 증후군의 주요 증상으로는 손가락 인식불능증, 좌-우 지남력장애, 실서증(쓰기 장애), 계산 장애가 있습니다. 선천적으로 발생한 경우에는 피부 그림 감각 이상, 두점 식별 능력 장애, 입체 인식 불능증 등의 증상이 동반됩니다. 또한, 정상 이하의 IQ(약 70~80)를 보이며, 이로 인한 학습장애도 나타납니다.","뇌종양, 양성 뇌종양, 뇌졸중, 뇌농양","신경과, 신경외과, 재활의학과"
머리,건강염려증(Hypochondriasis),"건강염려증(질병 불안장애)은 자신이 심각한 질병에 걸렸다는 믿음이나 걸릴 수 있다는 공포에 사로잡혀 자신의 건강을 비정상적으로 염려하고 병에 집착하는 질병으로, 신체형 장애에 속합니다. 환자는 자신의 정상적인 신체 증상도 병 때문이라고 생각하는 경향이 있으며, 이로 인해 정상적인 사회적, 직업적 활동에 지장이 생깁니다.
  건강염려증 환자는 병에 집착하여 여러 병원을 찾아다니면서 재검사를 요구합니다. 의사가 신체검사상 이상이 없다고 하더라도 신체 이상에 대한 염려와 집착을 포기하지 못합니다. 다만 건강염려증은 환자가 자신에게 질병이 있다고 믿고 있는 것이지 증상을 꾸미는 것은 아닙니다.","건강염려증의 원인을 설명하는 몇 가지 가설이 있습니다.
  첫째, 건강염려증 환자는 신체적 불편에 대한 역치나 인내심(tolerance)이 낮아서 신체에서 오는 감각을 강하게 느낀다고 합니다. 따라서 보통 사람이 뱃속이 약간 거북하다고 느끼는 것을 환자는 통증으로 느낄 수 있습니다. 또한 많은 건강염려증 환자는 불안 수준이 쉽게 높아지고 오래 지속되어 증상이 느껴지면 쉽게 불안해합니다. 이에 환자는 증상에 더 집착하고 증상을 더욱 자주 호소하는 악순환에 빠지기도 합니다. 
  둘째, 사회 학습 이론에 의하면 감당할 수 없는 문제에 당면한 환자는 환자 역할을 함으로써 책임과 의무를 피한다고 합니다. 이런 맥락에서 건강염려증의 발생을 설명하기도 합니다.
  셋째, 건강염려증을 우울증이나 불안장애와 같은 다른 정신 질환의 변종으로 보는 경우도 있습니다.
  넷째, 정신 역동적으로는 공격성이나 적대감이 신체로 변환된 것으로 설명합니다. 상실이나 배신으로 인한 분노, 죄책감이나 자존심 저하에 대한 방어 증상으로 건강염려 증상이 생길 수 있다고 봅니다.","건강염려증에 걸린 환자들은 자신이 질병에 걸렸다고 생각하여 다양한 의학 용어를 쓰며 증세를 호소합니다. 환자는 검사 결과가 정상이며 질병이 없다는 의사의 설명을 믿지 못하는 경향이 강하여, 여러 병원을 다니며 반복적인 검사를 받는 닥터 쇼핑(doctor shopping)을 합니다. 간혹 병원을 믿지 못하고 나름대로 치료하겠다고 하며 건강식품을 섭취하거나 민간요법에 심취하기도 합니다.",신체형 장애,정신건강의학과
머리,결핵성 수막염(Tuberculous meningitis),"결핵성 수막염은 결핵균이 뇌척수막을 침입하여 염증을 일으키는 질환입니다. 몸속에 결핵균을 보유한 환자의 결핵균이 뇌를 둘러싼 수막으로 이동하여 발생한다고 알려져 있습니다.
대개 신체 면역력을 감소시키는 여러 가지 요인을 보유한 알코올 중독, 당뇨병, 악성 종양 등의 환자에게서 잘 발병합니다. 특히 후천성 면역결핍 증후군 환자가 일생 동안 결핵성 수막염에 감염될 확률이 1/3 정도로 추정됩니다.
 ","일반적으로 결핵균이 체내에 침입하면 폐에서 감염을 일으킨 후 주변의 림프절로 이동합니다. 이때 결핵균은 혈액을 타고 이동합니다. 결핵성 수막염은 혈류를 따라 이동하던 결핵균이 뇌막이나 뇌 조직에 침투하고, 이 부위에 결핵균이 다량 존재하는 결절을 형성하면서 시작됩니다. 이후에 이 결절이 터지면 다량의 결핵균과 끈적끈적한 삼출물이 거미막 밑 공간으로 흘러나오면서 뇌 바닥의 여러 구조물에 유착을 일으켜 뇌 기능 부전을 초래합니다. 또한 염증 반응에 의해 뇌 바닥을 지나가는 크고 작은 혈관이 막혀서 뇌경색이 발생할 수도 있습니다.","초기에는 미열, 권태감, 두통, 졸림, 혼돈 등의 임상 증상이 나타날 수 있고, 진찰상 가벼운 경부 자극이 관찰될 수 있습니다. 결핵성 수막염의 특징은 이러한 증상들이 세균성 수막염에 비해 다소 느린 속도로 약 1~2주일에 걸쳐 경과되는 것입니다.
  결핵성 수막염이 만성적으로 진행되면 뇌 신경을 침범하는 징후(눈운동신경마비, 드물게 얼굴신경마비, 시야장애)가 나타날 수 있습니다. 결핵성 수막염은 초기에 치료하지 않으면 혼돈, 점차 깊어지는 혼미 및 혼수 등의 증상이 뇌신경마비, 비정상적 동공반사, 국소 신경학적 결손, 두개내압 상승 등과 동반되며, 결국 사망에 이를 수도 있습니다.
         ",후천성 면역결핍증,"감염내과, 신경과"
머리,경미한 인지장애(Mild cognitive impairment),"인지 장애란 기억력, 주의력, 언어 능력, 시공간 능력, 판단력 등이 저하된 상태를 의미합니다. 인지 장애의 정도는 아주 경미한 경우에서 심한 경우까지 다양합니다. 인지 기능 장애가 심하여 일상생활이나 사회생활에 지장을 주는 경우를 치매라고 합니다. 동일 연령대에 비해 인지 기능, 특히 기억력이 떨어지나 일상생활을 수행하는 능력은 남아 있어 아직은 치매라고 할 정도로 심하지 않은 상태를 경도 인지 장애(경미한 인지 장애)라고 합니다.
  경미한 인지 장애는 정상 노화와 치매의 중간 단계라고 할 수 있습니다. 역학 연구에 의하면 경미한 인지 장애는 알츠하이머병으로 이행할 수 있는 고위험 상태인데, 병원에서 검사를 통해 발견할 수 있는 가장 초기 단계로 치료 효과를 극대화할 수 있다는 점에서 임상적으로 중요하다고 합니다.","신체의 모든 부분이 그렇듯이 우리의 뇌도 나이를 먹습니다. 건강한 노인조차도 추리, 공간지각, 언어 능력이 감퇴합니다.
‘건망증’의 사전적인 의미는 원인과 관련 없이 기억이 나지 않는 증상을 말합니다. 이에 비해 ‘인지 장애’는 기억력뿐만 아니라 다른 시공간 능력, 추리 능력, 언어력 등이 저하되는 상태를 의미합니다.
  우리는 흔히 나이가 들어서 기억력이 떨어지는 것을 ‘건망증’이라고 생각하는 경향이 있습니다. 이러한 건망증과 치매의 기억력 저하(인지 장애)에는 차이점이 있습니다. 건망증의 경우 사소한 일이 기억나지 않아도 힌트를 주면 바로 기억해 낼 수 있습니다. 또한 경험의 일부를 잊어버려도 잊어버렸다는 사실을 스스로 기억할 수 있습니다. 그러나 치매 환자의 경우 경험한 사실 모두를 잊어버리고, 잊어버린 사실 자체를 기억하지 못하거나 옆에서 힌트를 주더라도 기억해 내지 못합니다.","인지 장애의 주된 증상은 기억력 저하를 호소하는 것입니다. 특히 최근에 있었던 일이 기억나지 않아 같은 질문을 반복하거나, 같은 말을 반복하거나, 전화가 와도 잊어버리고 가족에게 전달해 주지 못하는 증상이 나타납니다.
  경미한 인지 장애의 경우 기억력 저하가 주된 증상이기는 하지만 다른 인지 기능이 저하되기도 합니다. 시공간 능력이 떨어지면 길 찾는 데 어려움을 호소하며, 자주 다니던 곳의 길을 잃어버리기도 합니다. 언어력이 저하되면 언어 이해력 및 표현력이 저하되고 물체의 이름이 생각나지 않아 힘들어합니다. 종종 시간과 장소를 헷갈려 하는 경우도 있습니다. 드물지만 판단력 등이 저하되기도 합니다.
경미한 인지 장애는 이러한 다양한 증상을 보이지만, 전반적인 일상생활에 지장이 없으며 사회에서 어느 정도 독립적인 생활을 유지할 수 있습니다. 이러한 점이 치매와는 다릅니다.","치매, 우울증, 혈관성 치매, 간성 뇌증",신경과
머리,공황 장애(Panic disorder),"공황 장애란 갑자기 극도의 두려움과 불안을 느끼는 불안 장애의 일종입니다. 환자들은 심한 불안과 초조감, 죽을 것 같은 공포를 느끼고, 이와 함께 가슴 뜀, 호흡 곤란, 흉통이나 가슴 답답함, 어지러움, 손발 저림, 열감 등의 다양한 신체 증상을 경험합니다. 일단 공황 장애를 진단한 후 적절한 치료를 시작하면 증상이 비교적 잘 조절되는 편입니다. 따라서 공황 장애를 극복하기 위해서는 이 질환의 증상, 진단, 치료법을 정확히 아는 것이 필수적입니다.","현재까지의 연구 결과에 의하면, 공황 장애는 생물학적(신체적인) 원인, 외부적인 스트레스, 개인적인 인생 경험, 특히 유년기의 초기 경험과 이에 따른 인격의 발달이 함께 작용해서 발생하는 질환으로 생각됩니다. 유전적인 요인과 인지적인 요인도 영향을 주는 것으로 생각됩니다.","공황 장애(panic disorder)란 예기치 않은 공황 발작이 반복적으로 발생하며, 증상이 없을 때도 증상이 발현될까 미리 두려워하고, 이로 인해 일상생활에 악영향이 생기는 장애를 의미합니다.
공황 발작(panic attack)이란 어떤 외부의 위협이 없음에도 불구하고 가슴 두근거림, 어지러움 등과 같은 다양한 신체 증상과 동반하여 심한 불안과 두려움을 느끼는 증상을 의미합니다. 공황 발작은 본래 외부의 위협에 반응하기 위한 뇌의 정상적인 작용입니다. 공황 장애 환자의 경우 위협이 없는 상황에서도 부적절하게 반응하여 발작이 생기는 것으로 추정됩니다. 이는 경보기가 잘못 작동하여 아무 때나 경보를 울려서 지장을 초래하는 것에 비유할 수 있습니다.
  공황 발작은 대개 짧은 시간 지속되며, 10분 이내에 증상이 최고조에 도달합니다. 증상은 일반적으로 20분 내지 30분 이내에 소실되며 1시간을 넘는 경우는 드뭅니다. 그러나 발작이 한 번으로 끝나지 않고 수일 또는 수개월 뒤에 반복적으로 나타나는 경향이 있습니다.
  공황 발작 시에는 다음과 같은 증상 중 일부가 갑작스럽게 발생합니다.
• 두근거림, 심장이 마구 뛰거나 맥박이 빨라지는 느낌
• 땀이 남
• 손발이나 몸이 떨림
• 숨이 가빠지거나 막힐 듯한 느낌
• 질식할 것 같은 느낌
• 가슴 부위의 통증이나 불쾌감
• 메슥거리거나 속이 불편함
• 어지럽고 휘청거리거나 혹은 실신할 것만 같은 느낌
• 비현실감, 혹은 이인감(세상이 달라진 것 같은 이상한 느낌, 혹은 자신이 달라진 듯한 느낌)
• 자제력을 잃거나 미쳐 버릴 것만 같아서 공포스러움
• 죽음에 대한 공포
• 이상한 감각(손발이 저릿저릿하거나 마비되는 것 같은 느낌)
• 오한이나 몸이 화끈거리는 느낌
  심한 공포감이나 불쾌감과 함께 위의 13가지 증상 중 4가지 이상이 발생할 때 공황 발작이라고 정의할 수 있습니다.","부정맥, 불안 장애, 심계항진, 갑상선기능항진증",정신건강의학과
머리,광우병(Bovine spongiform encephalopathy),"광우병은 본래 4~5세의 소에게 주로 발생하는 해면상 뇌증으로, 이상 행동을 보이다가 죽어 가는 전염성 뇌 질환입니다. 그러나 광우병이 인간에게 감염될 가능성이 확인되었습니다. 광우병의 단백질 화학 구조는 인간 광우병(야곱병)을 일으키는 원인 물질인 프리온(단백질+바이러스)과 비슷하다고 알려져 있습니다.","광우병에 감염된 소의 사료는 주로 단백질을 함유하고 있었습니다. 이 단백질은 콩, 생선, 동물의 부산물, 특히 양의 부산물에서 얻었습니다. 1970년대 말, 몇몇 사료 가공업자들이 소의 성장을 촉진하기 위해 죽은 동물과 그 부산물을 사료로 가공하는 방식을 채택하였습니다. 이 가공법은 고온 열처리를 하지 않고 벤젠 같은 용제를 이용해 원료에서 과도한 지방을 제거하는 것이었습니다. 그러나 고온 처리를 하지 않고 사료를 만들었기 때문에, 뇌가 광범위하게 파괴되어 스펀지처럼 구멍이 뚫리는 신경 질환을 앓은 양이나 염소에게 존재했던 전염 물질이 소를 감염시켰을 것이라고 추정됩니다. 광우병은 전염 물질에 의해 발생하는 해면상 뇌병으로 알려진 중추신경계의 진행성, 퇴행성 질병에 속합니다.",광우병에 걸린 소는 뇌에 구멍이 생겨 급작스럽게 포악해지고 미친 듯한 정신 이상과 거동 불안 등의 행동을 보입니다. 사람이 광우병에 걸리면 다른 해면상 뇌 질환과 같이 수년 동안 진행됩니다. 기억력이 상실되고 이상 행동을 보이며 정신 지체 및 치매가 생기고 수족의 무의식적 운동 등이 나타납니다. ,"치매, 크로이츠펠트-야콥병","감염내과, 신경과, 신경외과"
머리,광장공포증(Agoraphobia),"광장공포증은 광장과 같은 넓은 장소, 급히 빠져나갈 수 없는 장소, 도움을 받기 어려운 장소나 상황에 혼자 있는 것을 두려워하는 질환입니다. 광장공포증이라는 명칭은 본래 넓은 광장에 있을 때 갑자기 매우 불안해지는 증상에서 유래했지만, 넓다는 것이 핵심은 아닙니다. 혼자 외출하거나, 줄을 서거나, 사람이 많은 거리나 상점에 가거나, 밀폐된 공간(터널, 다리, 엘리베이터)이나 도중에 내리기 어려운 운송 수단(지하철, 버스, 기차)을 이용하는 경우 불안을 느낍니다.","광장공포증의 원인으로는 공황 발작 경험이 있습니다. 집 밖에서 공황 발작을 경험한 환자는 혼자서 밖에 있을 때 다시 공황 발작이 올까 걱정하여 혼자 외출하기를 꺼리며, 심하면 광장공포증이 생깁니다. 광장공포증 환자의 3/4 정도는 공황 장애가 있습니다. 
  광장공포증은 불안 장애의 일종이므로, 불안 장애의 원인도 이 질환의 원인이 됩니다. 불안 장애의 생화학적 원인은 몇 가지 신경전달 물질(GABA, 노르에피네프린, 세로토닌)과 관련됩니다. 신경전달 물질 외에 유전적, 심리적 요인도 질병 발생과 관련이 있습니다. ","주로 광장공포증 환자는 문제가 발생했을 때 이를 피하기 어려운 좁고 답답한 공간을 회피하면서 활동 반경이 점차 줄어드는 증상이 나타납니다. 광장공포증은 혼자 외출하거나, 군중 속에 있거나, 줄을 서거나, 다리 위에 있거나, 대중교통을 이용하는 경우 발생합니다. 또한 공황 발작이 있는 환자는 혼자 외출할 때 공황 발작이 다시 나타날까 걱정하며, 과거에 공황 발작을 겪었던 상황이나 장소를 회피합니다.","불안 장애, 공황 장애",정신건강의학과
머리,교모세포종(Glioblastoma),"교모세포종은 뇌 조직에 풍부하게 존재하는 신경교세포에서 발생하는 종양입니다. 이는 전체 뇌종양의 12~15% 정도를 차지합니다. 신경교세포는 중추 신경계의 조직을 지지하는 역할을 수행합니다. 또한 혈관과 신경세포 사이에 위치하여 신경세포의 물질대사에 관여하며, 상해나 염증이 생기면 증식하여 세포의 회복을 돕습니다.","교모세포종의 정확한 원인은 밝혀지지 않았지만, 유전적, 환경적 요인과 관련이 있다고 알려져 있습니다. 바이러스 감염, 방사선 및 발암 물질 노출, 면역 결핍 등에 의한 유전자 손상 및 신경섬유종증과 같은 유전성 증후군이 원인으로 추정됩니다.","교모세포종은 다른 종양과 다르게 세포와 조직 사이사이에 촘촘히 뻗어 있으며 성장 속도와 전이 속도가 빠릅니다. 교모세포종의 증상으로는 뇌압 상승으로 인한 아침의 심한 두통, 메슥거림, 구토 등이 있으며, 간질 발작, 기억력 상실, 행동 양식의 변화 등도 나타납니다. 종양 자체나 종양에 동반한 뇌부종으로 인해 신경 기능이 저하되어 사지 운동, 감각의 저하, 얼굴 마비, 언어 장애, 인지 기능 저하, 좌우 구분 장애와 같은 여러 증상이 나타날 수 있습니다. ","뇌종양, 양성 뇌종양, 수두증, 신경모세포종, 원발성 중추신경계 림프종, 뇌신경 인플레","종양내과, 방사선종양학과, 소아청소년종양혈액과, 신경외과, 소아신경외과"
머리,군발성 두통 증후군(Cluster headache syndrome),"군발성 두통 증후군은 분명한 특징이 나타나는 두통 증후군을 의미합니다. 두통과 그 밖의 증상이 나타나 잠에서 깨며, 대개 2시간 이내에 증상이 사라집니다. 수 주 동안 매일 두통이 발생하다가 수 주 동안 두통이 사라지기도 합니다.
  송이 두통, 떼 두통, 편두양 신경통(Migrainous Neuralgia)이라고도 합니다. 여자보다 남자에게 많이 발병합니다. 주로 청년기와 장년기에 자주 나타나며, 20대 후반에 가장 많이 발생합니다.
군발성 두통 증후군은 하루에 여러 차례씩, 6~8주 정도 발생하며 특정한 기간에 집중적으로 나타납니다.","군발성 두통 증후군의 원인은 밝혀지지 않았습니다. 하지만 두통의 유발 요인으로는 알코올과 스트레스, 고도 차이 등이 있습니다.","군발성 두통 증후군은 전구 증상이 거의 없이 갑자기 발생합니다. 하루에 여러 차례씩, 수 분에서 2시간 정도 지속되는 두통이 발생합니다. 증상은 빠르게 사라집니다. 한쪽 눈의 통증, 코막힘, 콧물, 눈물, 눈의 충혈 등이 특징적인 증상입니다. 한쪽 눈의 동공이 작아지고 눈꺼풀이 내려오며, 물체가 두 개로 보입니다.
감별 진단 방법은 다음과 같습니다.
① 편두통 : 임상 양상, 성비, 연령대가 다릅니다.
② 만성 발작성 편두통(chronic paroxysmal hemicrania) : 편측의 명확한 두통이고, 하루에 적어도 15회 이상 발생하며, 경추 압박이나 고개를 돌리는 것으로도 유발됩니다.
③ 삼차신경통 : 두통이 순식간에 최고조에 달하며 수 분 동안 지속됩니다. 안면이나 구강 점막의 특별한 유발점에 의해 발생합니다.","편두통, 근육 긴장성 두통",신경과
머리,근육 긴장성 두통(Tension-type headache),"근육 긴장성 두통은 대부분의 사람들이 경험할 정도로 가장 흔한 두통입니다. 일반적으로 스트레스, 피로, 수면 부족 등의 요인에 의해 발생하는 가벼운 두통이 바로 근육 긴장성 두통입니다. 두통이 머리에 띠를 두른 것처럼 양측성으로 나타납니다. 오후에 더 심해지는 경향이 있습니다. 쉽게 긴장하거나 경쟁적인 성격에서 흔히 나타납니다.","지속적인 근 수축의 결과로 두통이 발생합니다. 자신도 모르게 이를 깨물거나, 힘을 주거나, 이상한 자세를 취하는 것이 원인이 될 수 있습니다.","근육 긴장성 두통 환자가 호소하는 통증은 일반적으로 박동성이 아닌 압박감, 조이는 느낌, 머리나 어깨를 짓누르는 느낌 등입니다. 대부분 머리 양측에서 모두 나타나며, 머리에 띠를 두른 듯한 둔하고 지속적인 두통이 느껴집니다. 몇 시간에서 며칠 동안 이어지기도 하며, 규칙적으로 나타나는 경우는 드뭅니다. 두통의 빈도는 다양하여 매일 나타나기도 하고 가끔 나타나기도 합니다. 오후에 악화되는 경향이 있습니다. 진통제에 의해 잘 완화되는 편입니다.
  이에 비해 편두통은 왼쪽이나 오른쪽의 어느 한 부위에서 박동성의 통증이 나타납니다. 또한 운동을 하면 더 심해지며 울렁거리는 증상과 같은 소화기계 증상이 동반됩니다. 근육 긴장성 두통에 비해 통증이 오래 지속되지 않습니다.","군발성 두통 증후군, 편두통",신경과
머리,기면증(Narcolepsy),"기면증은 수면 발작(야간에 충분한 수면을 취해도 낮에 심하게 졸음), 탈력 발작(감정적으로 흥분할 때 힘이 빠지는 증상), 입수면기의 환각, 수면 마비(가위눌림) 등 네 가지의 특징적인 증상을 보이는 수면 장애의 일종입니다. 기면증의 증상은 청소년기에 처음 나타나는 경우가 많습니다. 심한 졸음으로 학업에 장애를 초래하며, 운전자의 사고 위험을 높입니다.",기면증은 흔히 청소년기 또는 초기 성년기에 발병합니다. 대부분 30세 이전에 발병한다고 합니다. 중추신경계 내의 하이포크레틴 전달 이상이 병의 원인과 관련된다고 추정합니다. 유전적 요인도 작용하는 것으로 알려져 있습니다.,"탈력 발작, 낮 시간대의 졸음(수면 발작, sleep attack), 입수면기의 환각, 수면 마비 등 네 가지의 특징적인 증상이 나타납니다.
  가장 흔한 증상은 수면 발작으로, 자신도 모르게 잠에 빠져들며, 15분 정도 수면 후 맑은 정신으로 깨어나는 것입니다. 탈력 발작은 주로 감정의 변화와 결부되어 근육의 긴장이 갑자기 소실되어 쓰러지는 것을 말합니다. 이러한 증상이 한꺼번에 나타나지는 않습니다. 몇 년의 간격을 두고 나타나기도 하고, 심한 정도가 각각 달리 나타나기도 합니다. 기면증 진단을 받기 전에는 낮 시간대의 졸음으로 인해 게으른 성격으로 오인되는 경우가 많습니다.","뇌전증, 수면 무호흡증, 수면 장애","신경과, 정신건강의학과"
머리,기분부전증(Dysthymia),"기분부전증은 우울증의 한 형태로, 기분 부전 장애라고도 불립니다. 주요 증상은 우울증과 비슷하지만 좀 더 경미하며, 증상이 2년 이상 지속됩니다. 이 때문에 이 질환이 있는 많은 사람들은 자신이 기억하는 한 늘 우울했다고 말합니다. ","기분부전증의 원인은 명확하게 알려지지 않았습니다. 주요 우울증의 원인과 비슷할 것이라는 주장도 있고, 증상은 주요 우울증과 비슷하지만 원인은 전혀 다른 질환이라는 주장도 있습니다. 현재까지의 연구 결과, 기분부전증의 원인일 가능성이 큰 요인은 다음과 같습니다.
  ① 생물학적 원인
수면(특히 REM 수면)의 변화, 부신호르몬, 갑상선호르몬의 이상
  ② 심리 사회적 요인
만성적인 우울을 느끼는 사람은 자신이 사랑받을만한 존재인지 의문을 품습니다. 또한 그 답을 외부적 요소에서 찾는 경향이 있습니다. 기분 부전 장애 환자들은 자신을 돌보아 주는 대상이 사라지면 쉽게 우울해집니다. 이들은 대부분 자신감이 결여되어 있으며, 무력감을 느낍니다.","기분부전증의 증상은 강도는 덜 하지만 주요 우울증과 비슷합니다. 기분부전증과 우울증 모두 기분이 저하되거나 짜증을 느낍니다. 사물에 관한 관심이 결여되고, 에너지가 없어 보이며, 피로해 보입니다. 식욕과 체중은 늘거나 줄 수 있으며, 잠을 너무 많이 자기도 하지만 반대로 자는 데 어려움을 느끼기도 합니다. 집중력이 떨어질 수 있습니다. 우유부단해지거나 비관적인 경우도 흔합니다. 자아상이 나빠져 자존감이 낮습니다.
  주요 우울증은 종종 삽화로 나타나지만, 기분부전증은 아동기에 시작되어 좀 더 꾸준히 나타나고 오랜 기간에 걸쳐 지속됩니다. 기분부전증이 있는 사람은 이러한 우울감이 자신의 성격의 일부라고 믿는 경향이 있습니다. 그러다 보니 의사나 가족, 친구 등 주위 사람에게 도움을 청해야 한다는 생각조차 하지 못할 수 있습니다.
실제로 기분부전증이 있는 사람은 주요 우울증에 걸릴 가능성이 평균보다 높습니다.",우울증,"정신건강의학과, 소아정신건강의학과"
머리,기억상실증(amnesia),"기억상실증(amnesia)이란 과거의 일을 기억하지 못하는 상태를 의미합니다. 쉽게 말하면 기억을 잃어버리는 것을 말합니다. 오래전의 일을 기억하지 못하거나 가끔씩 기억을 잘 해내지 못하는 것은 기억상실로 보지 않습니다. 가끔 기억이 잘 나지 않는 증상은 건망증이라고 하며, 심한 기억상실을 건망증이라고 하지는 않습니다.","기억상실은 심인성과 기질성의 두 가지로 나눌 수 있습니다. 심인성은 해리성 기억 장애라고도 하며, 스트레스나 충격적인 사건에 대한 기억 재생에 장애가 발생한 것을 말합니다. 단지 하나의 사건만 상실되지 않고 과거의 일정 기간에 대한 기억까지 상실되는 경우가 있습니다.
  기질성은 개인의 사회적 및 직업적 기능에 현저한 지장을 초래할 정도로 기억 장애가 생기는 경우가 많습니다. 저산소증, 저혈당, 낙상과 같은 외상, 뇌종양, 항불안제나 대마초와 같은 약물 사용 등으로 발생합니다.","완전 기억상실은 기억 자체가 불가능한 것을 말합니다. 신체적인 문제보다는 정신적인 문제로 인해 발생하기 쉽습니다. 다만 외상으로 인해 완전 기억상실이 될 만큼 뇌가 손상되었다면 증세가 심각할 수 있습니다.
  부분 기억상실에는 장기 기억상실과 단기 기억상실이 있습니다. 장기 기억상실은 옛날 기억을 부분적으로 잊어버리는 것으로, 정상적인 망각 과정과 구분하기 어려울 수 있습니다. 단기 기억상실은 바로 전에 일어났던 일을 기억하지 못하는 것으로, 가장 흔한 증상입니다. 단기 기억상실은 대부분 저절로 좋아지지만, 드물게는 영구적으로 기억이 상실되기도 합니다.
  기억상실이 오면 감정적 둔마나 무감동, 불안, 초조, 흥분을 보입니다. 일시적인 당황을 보이기도 하며, 때로는 이를 무마하기 위해 거짓 기억을 지어내어 말하는 작화증을 보이기도 합니다.","치매, 저혈당증, 알츠하이머병, 혈관성 치매, 경미한 인지장애, 해리 장애, 외상성 치매",신경과
머리,난독증(Dyslexia),"난독증은 학습 장애의 유형 중 하나인 읽기 장애를 의미하며, 그 정의는 다양합니다. 좁은 의미로는 글에서 의미를 파악하는 독해력은 정상이지만 문자로 표기된 단어를 말소리로 바꾸는 해독 능력에 문제가 있는 것을 의미합니다. 넓은 의미로는 독해력만이 아니라 해독 능력에도 문제가 있는 것을 의미합니다. 
  난독증이 있으면 읽기 능력이 연령, 교육 수준, 지능에 비해 기대되는 수준보다 유의하게 낮습니다. 또한 이러한 증상이 작업이나 일상 생활을 현저하게 방해합니다. 대체로 정규 교육을 시작하는 학령에 처음으로 발견하는 경우가 많습니다.","난독증의 원인은 유전적 요인과 관련이 크다고 알려져 있습니다. 일란성 쌍생아의 경우 둘 모두 난독증일 확률이 약 70%에 달하며, 가족력에도 영향을 많이 받습니다. 특히 발달 초기 뉴런(신경세포)의 이동과 연결에 관여하는 여러 유전자와 관련이 있습니다. 뇌 영상 연구 결과에 따르면, 난독증이 언어, 읽기와 관련된 좌뇌 영역의 구조적, 기능적 이상과 관련이 있다는 점이 확인됩니다. 특히 좌측 두정측두 영역, 측두후두 영역, 좌측 하부 전두이랑 등이 주로 난독증과 관련 있는 뇌 영역으로 알려져 있습니다.
  난독증이 있는 아동은 대부분 음운 인식 능력에 결함이 있습니다. 음운 인식 능력은 귀로 들은 소리의 내부적 구조를 파악하는 능력입니다. 이는 원활한 해독을 위해 반드시 필요합니다. 단어를 각각의 음절로 나누어 지각하고, 하부 단위인 음소까지 파악해야 합니다. 음소를 생략, 첨가, 대치하여 말소리를 변화시킬 수도 있어야 합니다. 이러한 음운 인식 능력이 저하되면 소리의 내부 구조를 파악하지 못하며, 그 결과 소리를 글자와 연결하는 데 어려움이 생깁니다. ","발달 단계에 따른 난독증의 증상은 다음과 같습니다.
  ① 학령 초기
- 아주 익숙한 단어 외에는 읽지 못합니다.
- 받침이 있는 단어는 읽지 못합니다.
- 글자의 모양과 무관한 읽기 오류가 많습니다.
- 음절 단어나 음운 변동이 있는 단어를 읽기 힘들어합니다.
- 베껴 쓸 수는 있으나 받아쓰지는 못합니다.
- 쓰는 속도가 느리며 쓴 글씨를 알아보기 어렵습니다.
- 단어 속 자음, 모음의 순서를 헷갈립니다.
- 혼자서 책을 읽거나 문제를 풀지 못합니다.
- 내용을 읽어주면 잘 이해합니다.
  ② 학령 후기
- 다음절이나 낯선 외래어를 읽을 때 생략이나 대치합니다.
- 소리 내서 읽는 것이 느리며 이를 힘들어합니다.
- 날짜, 사람 이름, 전화번호를 외우는 것을 힘들어합니다.
- 읽기 능력과 이해 능력이 부족합니다.
- 조사, 접속사 등에 대한 이해가 부족합니다.
- 철자법을 틀리고 작문 능력이 부족합니다.
- 책 읽는 것을 싫어합니다.
  ③ 청소년기 및 성인기
- 읽기가 느리고 이를 힘겨워합니다.
- 소리 내어 읽어야만 내용을 이해합니다. 
- 자세하게 읽기보다 대충 읽는 경향이 있습니다.
- 읽고 이해하는 능력과 작문하는 능력이 부족합니다.
- 철자법 실수가 늦게까지 지속됩니다.","주의력결핍 과잉행동장애, 성인 주의력 결핍 과잉행동장애",정신건강의학과
